Animal ID,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Breed_Intake,Color_Intake,Sex upon Outcome,binary_outcome,Age Outcome,Age Intake
A698847,2443 East State Highway 71 Service Road in Del Valle (TX),Stray,Normal,Dog,Intact Female,Boxer Mix,Red/White,Spayed Female,positive,64,59
A683408,1006 E 7Th in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Tortie,Intact Female,positive,546,546
A746356,8719 S View Road Austin in Travis (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,Intact Female,positive,366,365
A710495,Turnstone in Austin (TX),Stray,Injured,Dog,Intact Male,Chihuahua Shorthair,White/Brown,Intact Male,positive,2208,2191
A783118,Travis (TX),Owner Surrender,Normal,Dog,Spayed Female,Catahoula Mix,Black/White,Spayed Female,positive,326,325
A732645,12804 Ranft Cv in Del Valle (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Calico,Spayed Female,positive,67,61
A806912,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,Domestic Shorthair,Orange Tabby/White,Neutered Male,positive,2210,2191
A768414,Cutback Dr And Blake Manor Road in Austin (TX),Stray,Normal,Dog,Intact Male,Lhasa Apso/Miniature Poodle,Chocolate/Tan,Intact Male,positive,1099,1096
A768879,3400 Harmon Ave 354 in Austin (TX),Public Assist,Normal,Dog,Intact Male,Cairn Terrier Mix,Buff/Cream,Neutered Male,positive,908,895
A774608,14417 S Turnersville Rd in Travis (TX),Stray,Normal,Dog,Intact Male,Australian Cattle Dog Mix,Black/Gray,Neutered Male,positive,370,365
A795422,4909 Tucker Hill in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair,Black,Intact Male,positive,2,2
A709146,13915 N Mopac Expy in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,Neutered Male,positive,70,31
A695460,Walker / 7Th in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,Neutered Male,positive,126,122
A664515,14100 Thermal Dr in Austin (TX),Owner Surrender,Normal,Cat,Intact Female,Manx Mix,Calico,Intact Female,positive,116,107
A807603,933 East 53Rd Street in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair,Tortie/White,Intact Female,positive,30,30
A792294,7610 Cameron Road in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Blue Tabby,Neutered Male,positive,60,22
A713402,1156 W Cesar Chavez St in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Orange Tabby,Intact Female,negative,34,30
A778178,8615 Pleasant Lane in Austin (TX),Public Assist,Normal,Dog,Intact Male,Pit Bull Mix,Black/White,Intact Male,positive,235,201
A793758,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,Pit Bull Mix,Blue/White,Neutered Male,positive,153,149
A687250,3112 Speidel Dr. in Pflugerville (TX),Wildlife,Normal,Other,Unknown,Raccoon Mix,Brown/Black,Unknown,positive,206,184
A743340,1400 Cardinal Hill Dr in Austin (TX),Stray,Normal,Dog,Intact Female,Pit Bull Mix,White/Black,Spayed Female,positive,127,123
A683438,15609 E Hwy 290 in Travis (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Black,Intact Female,positive,52,50
A802659,Elm Grove Road in Mustang Ridge (TX),Stray,Normal,Dog,Intact Male,Plott Hound Mix,Brown Brindle/White,Neutered Male,positive,311,304
A689561,5602 Honeybee Bend in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Calico,Spayed Female,positive,68,37
A783255,Mountain Quail And Thornridge in Austin (TX),Stray,Normal,Dog,Intact Female,Staffordshire Mix,White/Chocolate,Spayed Female,positive,503,365
A723141,Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,Spayed Female,positive,66,29
A672241,10705 Finsbury Dr in Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,Dogo Argentino Mix,White,Neutered Male,positive,343,340
A743788,Pearce Ln And Hwy in Austin (TX),Stray,Normal,Dog,Intact Female,Chihuahua Shorthair Mix,White/Tan,Spayed Female,positive,1472,1096
A738935,12901 Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Female,Labrador Retriever Mix,Black/Gray,Spayed Female,positive,780,731
A797304,3325 Taylor Falls in Travis (TX),Stray,Normal,Dog,Intact Male,Rottweiler,Black/Brown,Intact Male,positive,287,287
A663723,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,Neutered Male,positive,85,85
A717470,Ross Rd And Hwy 71 in Del Valle (TX),Stray,Normal,Dog,Intact Male,Mastiff/Chinese Sharpei,White/Black,Intact Male,positive,81,76
A750904,7707 Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Male,Pit Bull Mix,Brown Tiger/White,Neutered Male,positive,737,731
A741195,720 E 290 in Austin (TX),Stray,Normal,Dog,Intact Male,Siberian Husky Mix,Red/White,Intact Male,positive,1096,1096
A812227,East Stassney Lane And Palo Blanco Lane in Austin (TX),Stray,Normal,Dog,Intact Female,Carolina Dog,Brown,Spayed Female,positive,83,76
A744747,Red River in Austin (TX),Wildlife,Injured,Other,Unknown,Opossum Mix,White/Gray,Unknown,negative,1,1
A682902,4901 Lexington Meadow Ln in Del Valle (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby/White,Neutered Male,positive,100,52
A749256,1054 Springdale in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,Intact Female,negative,89,89
A704836,10515 Sprinkle Cutoff Rd in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair Mix,Orange Tabby,Unknown,positive,366,365
A797881,10306 Morado Cv in Austin (TX),Public Assist,Normal,Other,Unknown,Bat,Brown,Unknown,negative,366,365
A796456,Outside Jurisdiction,Stray,Normal,Dog,Neutered Male,Labrador Retriever/Great Pyrenees,White,Neutered Male,positive,745,730
A664913,Travis (TX),Public Assist,Normal,Dog,Intact Male,Pit Bull Mix,Blue/White,Neutered Male,positive,379,371
A811161,Austin (TX),Owner Surrender,Sick,Dog,Neutered Male,Siberian Husky,Gray/Black,Neutered Male,negative,2922,2922
A796743,10107 Rodriguez in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair,Brown Tabby/White,Intact Female,positive,51,46
A776463,9704 Chukar Circle in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby/White,Unknown,positive,368,365
A683361,8714 Fm812 in Austin (TX),Stray,Normal,Dog,Intact Male,Cairn Terrier/Chihuahua Shorthair,Brown Brindle,Neutered Male,positive,87,45
A804636,10501 La Costa Drive in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair,Brown Tabby,Neutered Male,positive,96,56
A728810,8210 Chalk Knoll Drive in Austin (TX),Stray,Nursing,Cat,Intact Male,Domestic Shorthair Mix,Blue,Intact Male,positive,17,15
